deal_name,cik,accession,period_end,n_assets,period_chargeoff,period_recovery,period_net_loss,period_end_balance,cum_net_loss,original_pool_balance,cum_net_loss_rate
Exeter Automobile Receivables 2022-2 (subprime),0,sample-040,2025-08-31,13333,2901229.13,580245.83,2320983.31,215529362.03,156109969.28,961000000.0,0.162445
Exeter Automobile Receivables 2022-2 (subprime),0,sample-041,2025-09-30,12666,2480624.59,496124.92,1984499.67,200900500.55,158094468.95,961000000.0,0.16451
Exeter Automobile Receivables 2022-2 (subprime),0,sample-042,2025-10-31,12000,2231312.66,446262.53,1785050.13,186513537.83,159879519.08,961000000.0,0.166368
Exeter Automobile Receivables 2022-2 (subprime),0,sample-043,2025-11-30,11333,1770173.99,354034.8,1416139.19,172378358.05,161295658.27,961000000.0,0.167841
Exeter Automobile Receivables 2022-2 (subprime),0,sample-044,2025-12-31,10666,1391272.65,278254.53,1113018.12,158505887.78,162408676.39,961000000.0,0.169
Exeter Automobile Receivables 2022-2 (subprime),0,sample-045,2026-01-31,10000,1378661.7,275732.34,1102929.36,144908282.32,163511605.75,961000000.0,0.170147
Exeter Automobile Receivables 2022-2 (subprime),0,sample-046,2026-02-28,9333,1054214.18,210842.84,843371.35,131599160.91,164354977.1,961000000.0,0.171025
Exeter Automobile Receivables 2022-2 (subprime),0,sample-047,2026-03-31,8666,919363.46,183872.69,735490.77,118593908.41,165090467.86,961000000.0,0.17179
Exeter Automobile Receivables 2022-2 (subprime),0,sample-048,2026-04-30,7999,849795.44,169959.09,679836.35,105910069.46,165770304.22,961000000.0,0.172498
Exeter Automobile Receivables 2022-2 (subprime),0,sample-049,2026-05-31,7333,546848.61,109369.72,437478.89,93567874.08,166207783.11,961000000.0,0.172953
Exeter Automobile Receivables 2022-2 (subprime),0,sample-050,2026-06-30,6666,464767.76,92953.55,371814.21,81590956.5,166579597.32,961000000.0,0.17334
Exeter Automobile Receivables 2022-2 (subprime),0,sample-051,2026-07-31,6000,355295.82,71059.16,284236.65,70007367.2,166863833.97,961000000.0,0.173636
Exeter Automobile Receivables 2022-2 (subprime),0,sample-052,2026-08-31,5333,331986.96,66397.39,265589.57,58851049.78,167129423.54,961000000.0,0.173912
Exeter Automobile Receivables 2022-2 (subprime),0,sample-053,2026-09-30,4666,347423.63,69484.73,277938.91,48164093.15,167407362.44,961000000.0,0.174201
Exeter Automobile Receivables 2022-2 (subprime),0,sample-054,2026-10-31,3999,300863.47,60172.69,240690.78,38000364.97,167648053.22,961000000.0,0.174452
Exeter Automobile Receivables 2022-2 (subprime),0,sample-055,2026-11-30,3333,241727.8,48345.56,193382.24,28431825.89,167841435.46,961000000.0,0.174653
Exeter Automobile Receivables 2022-2 (subprime),0,sample-056,2026-12-31,2666,98847.74,19769.55,79078.19,19560700.04,167920513.65,961000000.0,0.174735
Exeter Automobile Receivables 2022-2 (subprime),0,sample-057,2027-01-31,2000,11511.56,2302.31,9209.25,11546909.35,167929722.9,961000000.0,0.174745
Exeter Automobile Receivables 2022-2 (subprime),0,sample-058,2027-02-28,2000,134678.26,26935.65,107742.6,4689502.4,168037465.51,961000000.0,0.174857
Exeter Automobile Receivables 2022-2 (subprime),0,sample-059,2027-03-31,2000,80004.71,16000.94,64003.76,0.0,168101469.27,961000000.0,0.174923
Exeter Automobile Receivables 2023-1 (subprime),0,sample-000,2023-01-31,40000,0.0,0.0,0.0,1825671470.88,0.0,1866000000.0,0.0
Exeter Automobile Receivables 2023-1 (subprime),0,sample-001,2023-02-28,39333,698563.18,139712.64,558850.54,1785547489.92,558850.54,1866000000.0,0.000299
Exeter Automobile Receivables 2023-1 (subprime),0,sample-002,2023-03-31,38666,832689.62,166537.92,666151.69,1745630519.68,1225002.23,1866000000.0,0.000656
Exeter Automobile Receivables 2023-1 (subprime),0,sample-003,2023-04-30,38000,992226.65,198445.33,793781.32,1705923095.97,2018783.55,1866000000.0,0.001082
Exeter Automobile Receivables 2023-1 (subprime),0,sample-004,2023-05-31,37333,1181509.76,236301.95,945207.81,1666427831.4,2963991.36,1866000000.0,0.001588
Exeter Automobile Receivables 2023-1 (subprime),0,sample-005,2023-06-30,36666,1406062.44,281212.49,1124849.95,1627147419.11,4088841.31,1866000000.0,0.002191
Exeter Automobile Receivables 2023-1 (subprime),0,sample-006,2023-07-31,36000,1667942.9,333588.58,1334354.32,1588084636.83,5423195.63,1866000000.0,0.002906
Exeter Automobile Receivables 2023-1 (subprime),0,sample-007,2023-08-31,35333,1979851.75,395970.35,1583881.4,1549242351.11,7007077.03,1866000000.0,0.003755
Exeter Automobile Receivables 2023-1 (subprime),0,sample-008,2023-09-30,34666,2341166.36,468233.27,1872933.09,1510623522.01,8880010.12,1866000000.0,0.004759
Exeter Automobile Receivables 2023-1 (subprime),0,sample-009,2023-10-31,34000,2765268.76,553053.75,2212215.01,1472231207.95,11092225.13,1866000000.0,0.005944
Exeter Automobile Receivables 2023-1 (subprime),0,sample-010,2023-11-30,33333,3262151.17,652430.23,2609720.93,1434068571.08,13701946.06,1866000000.0,0.007343
Exeter Automobile Receivables 2023-1 (subprime),0,sample-011,2023-12-31,32666,3814574.61,762914.92,3051659.69,1396138882.91,16753605.75,1866000000.0,0.008978
Exeter Automobile Receivables 2023-1 (subprime),0,sample-012,2024-01-31,32000,4466150.44,893230.09,3572920.35,1358445530.51,20326526.1,1866000000.0,0.010893
Exeter Automobile Receivables 2023-1 (subprime),0,sample-013,2024-02-29,31333,5200790.03,1040158.01,4160632.02,1320992023.08,24487158.12,1866000000.0,0.013123
Exeter Automobile Receivables 2023-1 (subprime),0,sample-014,2024-03-31,30666,6019258.02,1203851.6,4815406.41,1283781999.12,29302564.54,1866000000.0,0.015703
Exeter Automobile Receivables 2023-1 (subprime),0,sample-015,2024-04-30,30000,6957901.39,1391580.28,5566321.11,1246819234.18,34868885.65,1866000000.0,0.018686
Exeter Automobile Receivables 2023-1 (subprime),0,sample-016,2024-05-31,29333,7993054.41,1598610.88,6394443.53,1210107649.21,41263329.18,1866000000.0,0.022113
Exeter Automobile Receivables 2023-1 (subprime),0,sample-017,2024-06-30,28666,9075115.13,1815023.03,7260092.11,1173651319.67,48523421.29,1866000000.0,0.026004
Exeter Automobile Receivables 2023-1 (subprime),0,sample-018,2024-07-31,28000,10244908.49,2048981.7,8195926.79,1137454485.45,56719348.08,1866000000.0,0.030396
Exeter Automobile Receivables 2023-1 (subprime),0,sample-019,2024-08-31,27333,11468909.52,2293781.9,9175127.62,1101521561.66,65894475.69,1866000000.0,0.035313
Exeter Automobile Receivables 2023-1 (subprime),0,sample-020,2024-09-30,26666,12690683.97,2538136.79,10152547.18,1065857150.39,76047022.87,1866000000.0,0.040754
Exeter Automobile Receivables 2023-1 (subprime),0,sample-021,2024-10-31,26000,13827639.66,2765527.93,11062111.73,1030466053.66,87109134.6,1866000000.0,0.046682
Exeter Automobile Receivables 2023-1 (subprime),0,sample-022,2024-11-30,25333,14968582.35,2993716.47,11974865.88,995353287.5,99084000.48,1866000000.0,0.0531
Exeter Automobile Receivables 2023-1 (subprime),0,sample-023,2024-12-31,24666,15882640.46,3176528.09,12706112.36,960524097.62,111790112.84,1866000000.0,0.059909
Exeter Automobile Receivables 2023-1 (subprime),0,sample-024,2025-01-31,24000,16609598.9,3321919.78,13287679.12,925983976.46,125077791.96,1866000000.0,0.06703
Exeter Automobile Receivables 2023-1 (subprime),0,sample-025,2025-02-28,23333,17154500.58,3430900.12,13723600.46,891738682.23,138801392.42,1866000000.0,0.074384
Exeter Automobile Receivables 2023-1 (subprime),0,sample-026,2025-03-31,22666,17376608.01,3475321.6,13901286.41,857794259.92,152702678.84,1866000000.0,0.081834
Exeter Automobile Receivables 2023-1 (subprime),0,sample-027,2025-04-30,22000,17398159.28,3479631.86,13918527.43,824157064.63,166621206.26,1866000000.0,0.089293
Exeter Automobile Receivables 2023-1 (subprime),0,sample-028,2025-05-31,21333,17145925.81,3429185.16,13716740.65,790833787.69,180337946.91,1866000000.0,0.096644
Exeter Automobile Receivables 2023-1 (subprime),0,sample-029,2025-06-30,20666,16686584.37,3337316.87,13349267.49,757831485.8,193687214.4,1866000000.0,0.103798
Exeter Automobile Receivables 2023-1 (subprime),0,sample-030,2025-07-31,20000,15996606.46,3199321.29,12797285.17,725157613.75,206484499.57,1866000000.0,0.110656
Exeter Automobile Receivables 2023-1 (subprime),0,sample-031,2025-08-31,19333,14804085.15,2960817.03,11843268.12,692820061.35,218327767.69,1866000000.0,0.117003
Exeter Automobile Receivables 2023-1 (subprime),0,sample-032,2025-09-30,18666,13856931.0,2771386.2,11085544.8,660827195.2,229413312.49,1866000000.0,0.122944
Exeter Automobile Receivables 2023-1 (subprime),0,sample-033,2025-10-31,18000,12559497.96,2511899.59,10047598.37,629187906.11,239460910.86,1866000000.0,0.128328
Exeter Automobile Receivables 2023-1 (subprime),0,sample-034,2025-11-30,17333,11486732.44,2297346.49,9189385.95,597911663.33,248650296.81,1866000000.0,0.133253
Exeter Automobile Receivables 2023-1 (subprime),0,sample-035,2025-12-31,16666,10230517.43,2046103.49,8184413.95,567008576.64,256834710.76,1866000000.0,0.137639
Exeter Automobile Receivables 2023-1 (subprime),0,sample-036,2026-01-31,16000,8899750.7,1779950.14,7119800.56,536489468.16,263954511.32,1866000000.0,0.141455
Exeter Automobile Receivables 2023-1 (subprime),0,sample-037,2026-02-28,15333,8074076.22,1614815.24,6459260.97,506365955.39,270413772.29,1866000000.0,0.144916
Exeter Automobile Receivables 2023-1 (subprime),0,sample-038,2026-03-31,14666,6903125.46,1380625.09,5522500.37,476650548.44,275936272.65,1866000000.0,0.147876
Exeter Automobile Receivables 2023-1 (subprime),0,sample-039,2026-04-30,14000,5982475.05,1196495.01,4785980.04,447356764.05,280722252.69,1866000000.0,0.150441
Exeter Automobile Receivables 2023-1 (subprime),0,sample-040,2026-05-31,13333,5091429.06,1018285.81,4073143.24,418499260.72,284795395.94,1866000000.0,0.152623
Exeter Automobile Receivables 2023-1 (subprime),0,sample-041,2026-06-30,12666,4394678.35,878935.67,3515742.68,390094000.02,288311138.61,1866000000.0,0.154508
Exeter Automobile Receivables 2023-1 (subprime),0,sample-042,2026-07-31,12000,3862024.79,772404.96,3089619.83,362158440.78,291400758.45,1866000000.0,0.156163
Exeter Automobile Receivables 2023-1 (subprime),0,sample-043,2026-08-31,11333,3228025.74,645605.15,2582420.59,334711775.36,293983179.04,1866000000.0,0.157547
Exeter Automobile Receivables 2023-1 (subprime),0,sample-044,2026-09-30,10666,2794508.03,558901.61,2235606.42,307775220.19,296218785.46,1866000000.0,0.158745
Exeter Automobile Receivables 2023-1 (subprime),0,sample-045,2026-10-31,10000,2376007.19,475201.44,1900805.75,281372377.54,298119591.22,1866000000.0,0.159764
Exeter Automobile Receivables 2023-1 (subprime),0,sample-046,2026-11-30,9333,2122211.08,424442.22,1697768.86,255529692.25,299817360.08,1866000000.0,0.160674
Exeter Automobile Receivables 2023-1 (subprime),0,sample-047,2026-12-31,8666,1626155.55,325231.11,1300924.44,230277037.57,301118284.52,1866000000.0,0.161371
Exeter Automobile Receivables 2023-1 (subprime),0,sample-048,2027-01-31,7999,1234065.96,246813.19,987252.77,205648480.35,302105537.29,1866000000.0,0.1619
Exeter Automobile Receivables 2023-1 (subprime),0,sample-049,2027-02-28,7333,1299909.84,259981.97,1039927.87,181683301.81,303145465.16,1866000000.0,0.162457
Exeter Automobile Receivables 2023-1 (subprime),0,sample-050,2027-03-31,6666,952261.82,190452.36,761809.46,158427393.16,303907274.62,1866000000.0,0.162866
Exeter Automobile Receivables 2023-1 (subprime),0,sample-051,2027-04-30,6000,958479.83,191695.97,766783.87,135935220.81,304674058.49,1866000000.0,0.163277
Exeter Automobile Receivables 2023-1 (subprime),0,sample-052,2027-05-31,5333,740977.16,148195.43,592781.73,114272693.96,305266840.22,1866000000.0,0.163594
Exeter Automobile Receivables 2023-1 (subprime),0,sample-053,2027-06-30,4666,569133.52,113826.7,455306.82,93521537.79,305722147.03,1866000000.0,0.163838
Exeter Automobile Receivables 2023-1 (subprime),0,sample-054,2027-07-31,3999,529417.11,105883.42,423533.69,73786348.64,306145680.72,1866000000.0,0.164065
Exeter Automobile Receivables 2023-1 (subprime),0,sample-055,2027-08-31,3333,634329.56,126865.91,507463.65,55206854.43,306653144.38,1866000000.0,0.164337
Exeter Automobile Receivables 2023-1 (subprime),0,sample-056,2027-09-30,2666,582425.89,116485.18,465940.71,37981546.59,307119085.09,1866000000.0,0.164587
Exeter Automobile Receivables 2023-1 (subprime),0,sample-057,2027-10-31,2000,295207.06,59041.41,236165.65,22420949.9,307355250.73,1866000000.0,0.164713
Exeter Automobile Receivables 2023-1 (subprime),0,sample-058,2027-11-30,2000,258711.56,51742.31,206969.25,9105735.14,307562219.98,1866000000.0,0.164824
Exeter Automobile Receivables 2023-1 (subprime),0,sample-059,2027-12-31,2000,325152.72,65030.54,260122.18,0.0,307822342.15,1866000000.0,0.164964
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-000,2022-08-31,40000,0.0,0.0,0.0,1916580252.87,0.0,1955000000.0,0.0
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-001,2022-09-30,39393,505600.79,101120.16,404480.63,1878337425.0,404480.63,1955000000.0,0.000207
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-002,2022-10-31,38787,603456.84,120691.37,482765.47,1840273447.06,887246.11,1955000000.0,0.000454
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-003,2022-11-30,38181,720301.01,144060.2,576240.81,1802390301.72,1463486.91,1955000000.0,0.000749
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-004,2022-12-31,37575,859280.82,171856.16,687424.65,1764690025.88,2150911.57,1955000000.0,0.0011
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-005,2023-01-31,36969,1026794.15,205358.83,821435.32,1727174713.07,2972346.89,1955000000.0,0.00152
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-006,2023-02-28,36363,1222928.33,244585.67,978342.67,1689846516.01,3950689.55,1955000000.0,0.002021
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-007,2023-03-31,35757,1452065.47,290413.09,1161652.37,1652707649.29,5112341.93,1955000000.0,0.002615
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-008,2023-04-30,35151,1728618.6,345723.72,1382894.88,1615760392.26,6495236.81,1955000000.0,0.003322
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-009,2023-05-31,34545,2049958.56,409991.71,1639966.85,1579007092.07,8135203.66,1955000000.0,0.004161
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-010,2023-06-30,33939,2429582.62,485916.52,1943666.1,1542450166.96,10078869.75,1955000000.0,0.005155
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-011,2023-07-31,33333,2875719.11,575143.82,2300575.29,1506092109.71,12379445.04,1955000000.0,0.006332
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-012,2023-08-31,32727,3396459.44,679291.89,2717167.55,1469935491.39,15096612.59,1955000000.0,0.007722
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-013,2023-09-30,32121,3991820.89,798364.18,3193456.71,1433982965.3,18290069.31,1955000000.0,0.009356
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-014,2023-10-31,31515,4694434.01,938886.8,3755547.21,1398237271.26,22045616.51,1955000000.0,0.011277
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-015,2023-11-30,30909,5467392.99,1093478.6,4373914.39,1362701240.17,26419530.9,1955000000.0,0.013514
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-016,2023-12-31,30303,6374095.74,1274819.15,5099276.59,1327377798.91,31518807.5,1955000000.0,0.016122
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-017,2024-01-31,29696,7417244.25,1483448.85,5933795.4,1292269975.61,37452602.9,1955000000.0,0.019157
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-018,2024-02-29,29090,8506904.11,1701380.82,6805523.29,1257380905.34,44258126.18,1955000000.0,0.022638
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-019,2024-03-31,28484,9751602.06,1950320.41,7801281.65,1222713836.24,52059407.83,1955000000.0,0.026629
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-020,2024-04-30,27878,11040017.31,2208003.46,8832013.85,1188272136.11,60891421.69,1955000000.0,0.031147
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-021,2024-05-31,27272,12431343.0,2486268.6,9945074.4,1154059299.6,70836496.08,1955000000.0,0.036234
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-022,2024-06-30,26666,13829784.22,2765956.84,11063827.38,1120078955.95,81900323.46,1955000000.0,0.041893
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-023,2024-07-31,26060,15232116.12,3046423.22,12185692.9,1086334877.43,94086016.35,1955000000.0,0.048126
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-024,2024-08-31,25454,16555010.76,3311002.15,13244008.61,1052830988.5,107330024.96,1955000000.0,0.0549
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-025,2024-09-30,24848,17835441.47,3567088.29,14268353.17,1019571375.78,121598378.13,1955000000.0,0.062199
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-026,2024-10-31,24242,18832432.4,3766486.48,15065945.92,986560298.98,136664324.06,1955000000.0,0.069905
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-027,2024-11-30,23636,19734319.74,3946863.95,15787455.79,953802202.87,152451779.85,1955000000.0,0.07798
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-028,2024-12-31,23030,20313148.97,4062629.79,16250519.17,921301730.3,168702299.02,1955000000.0,0.086293
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-029,2025-01-31,22424,20506570.07,4101314.01,16405256.06,889063736.71,185107555.08,1955000000.0,0.094684
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-030,2025-02-28,21818,20362771.36,4072554.27,16290217.09,857093305.92,201397772.17,1955000000.0,0.103017
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-031,2025-03-31,21212,19997859.54,3999571.91,15998287.63,825395767.75,217396059.8,1955000000.0,0.1112
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-032,2025-04-30,20606,19218400.46,3843680.09,15374720.37,793976717.44,232770780.17,1955000000.0,0.119064
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-033,2025-05-31,20000,18358599.63,3671719.93,14686879.7,762842037.31,247457659.87,1955000000.0,0.126577
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-034,2025-06-30,19393,16926629.18,3385325.84,13541303.34,731997920.87,260998963.21,1955000000.0,0.133503
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-035,2025-07-31,18787,15752015.32,3150403.06,12601612.26,701450899.81,273600575.47,1955000000.0,0.139949
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-036,2025-08-31,18181,14181992.29,2836398.46,11345593.84,671207874.31,284946169.31,1955000000.0,0.145753
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-037,2025-09-30,17575,12805299.99,2561060.0,10244240.0,641276147.2,295190409.3,1955000000.0,0.150993
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-038,2025-10-31,16969,11726137.54,2345227.51,9380910.03,611663462.62,304571319.34,1955000000.0,0.155791
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-039,2025-11-30,16363,10340602.77,2068120.55,8272482.21,582378049.95,312843801.55,1955000000.0,0.160022
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-040,2025-12-31,15757,8894084.69,1778816.94,7115267.75,553428673.92,319959069.3,1955000000.0,0.163662
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-041,2026-01-31,15151,7635712.42,1527142.48,6108569.94,524824692.21,326067639.24,1955000000.0,0.166787
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-042,2026-02-28,14545,6396312.39,1279262.48,5117049.91,496576121.77,331184689.15,1955000000.0,0.169404
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-043,2026-03-31,13939,5750382.09,1150076.42,4600305.67,468693715.82,335784994.83,1955000000.0,0.171757
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-044,2026-04-30,13333,5294617.23,1058923.45,4235693.79,441189053.72,340020688.61,1955000000.0,0.173924
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-045,2026-05-31,12727,4314658.26,862931.65,3451726.61,414074646.61,343472415.22,1955000000.0,0.175689
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-046,2026-06-30,12121,3550352.95,710070.59,2840282.36,387364062.46,346312697.58,1955000000.0,0.177142
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-047,2026-07-31,11515,3133571.4,626714.28,2506857.12,361072075.33,348819554.7,1955000000.0,0.178424
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-048,2026-08-31,10909,2394699.44,478939.89,1915759.55,335214845.15,350735314.25,1955000000.0,0.179404
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-049,2026-09-30,10303,2155321.46,431064.29,1724257.17,309810136.42,352459571.41,1955000000.0,0.180286
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-050,2026-10-31,9696,1863023.23,372604.65,1490418.58,284877587.15,353949989.99,1955000000.0,0.181049
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-051,2026-11-30,9090,1545520.46,309104.09,1236416.37,260439043.64,355186406.36,1955000000.0,0.181681
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-052,2026-12-31,8484,1414669.52,282933.9,1131735.61,236518983.33,356318141.97,1955000000.0,0.18226
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-053,2027-01-31,7878,1145636.38,229127.28,916509.1,213145056.96,357234651.08,1955000000.0,0.182729
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-054,2027-02-28,7272,1012370.19,202474.04,809896.16,190348796.91,358044547.23,1955000000.0,0.183143
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-055,2027-03-31,6666,680959.74,136191.95,544767.79,168166561.99,358589315.02,1955000000.0,0.183422
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-056,2027-04-30,6060,769158.08,153831.62,615326.46,146640829.22,359204641.48,1955000000.0,0.183736
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-057,2027-05-31,5454,762815.35,152563.07,610252.28,125822012.86,359814893.77,1955000000.0,0.184049
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-058,2027-06-30,4848,323611.8,64722.36,258889.44,105771118.65,360073783.21,1955000000.0,0.184181
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-059,2027-07-31,4242,260338.91,52067.78,208271.12,86563791.64,360282054.33,1955000000.0,0.184287
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-060,2027-08-31,3636,498922.73,99784.55,399138.18,68296846.48,360681192.52,1955000000.0,0.184492
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-061,2027-09-30,3030,240268.84,48053.77,192215.07,51099615.73,360873407.59,1955000000.0,0.18459
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-062,2027-10-31,2424,412758.51,82551.7,330206.8,35155823.6,361203614.39,1955000000.0,0.184759
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-063,2027-11-30,2000,126160.89,25232.18,100928.71,20752892.67,361304543.1,1955000000.0,0.184811
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-064,2027-12-31,2000,352864.58,70572.92,282291.66,8428293.4,361586834.76,1955000000.0,0.184955
DriveTime Auto Owner Trust 2022-2 (subprime),0,sample-065,2028-01-31,2000,147919.88,29583.98,118335.9,0.0,361705170.67,1955000000.0,0.185015
Westlake Automobile Receivables 2022-3 (subprime),0,sample-000,2022-09-30,40000,0.0,0.0,0.0,744553048.95,0.0,761000000.0,0.0
Westlake Automobile Receivables 2022-3 (subprime),0,sample-001,2022-10-31,39333,158767.9,31753.58,127014.32,728189517.59,127014.32,761000000.0,0.000167
Westlake Automobile Receivables 2022-3 (subprime),0,sample-002,2022-11-30,38666,189269.16,37853.83,151415.33,711910410.22,278429.65,761000000.0,0.000366
Westlake Automobile Receivables 2022-3 (subprime),0,sample-003,2022-12-31,38000,225750.8,45150.16,180600.64,695716761.01,459030.3,761000000.0,0.000603
Westlake Automobile Receivables 2022-3 (subprime),0,sample-004,2023-01-31,37333,267996.42,53599.28,214397.13,679609635.42,673427.43,761000000.0,0.000885
Westlake Automobile Receivables 2022-3 (subprime),0,sample-005,2023-02-28,36666,318901.51,63780.3,255121.21,663590131.8,928548.64,761000000.0,0.00122
Westlake Automobile Receivables 2022-3 (subprime),0,sample-006,2023-03-31,36000,378180.76,75636.15,302544.61,647659382.97,1231093.25,761000000.0,0.001618
Westlake Automobile Receivables 2022-3 (subprime),0,sample-007,2023-04-30,35333,448632.2,89726.44,358905.76,631818557.98,1589999.01,761000000.0,0.002089
Westlake Automobile Receivables 2022-3 (subprime),0,sample-008,2023-05-31,34666,531630.12,106326.02,425304.1,616068864.01,2015303.1,761000000.0,0.002648
Westlake Automobile Receivables 2022-3 (subprime),0,sample-009,2023-06-30,34000,627514.46,125502.89,502011.57,600411548.37,2517314.67,761000000.0,0.003308
Westlake Automobile Receivables 2022-3 (subprime),0,sample-010,2023-07-31,33333,739063.07,147812.61,591250.45,584847900.64,3108565.13,761000000.0,0.004085
Westlake Automobile Receivables 2022-3 (subprime),0,sample-011,2023-08-31,32666,868027.61,173605.52,694422.09,569379255.03,3802987.21,761000000.0,0.004997
Westlake Automobile Receivables 2022-3 (subprime),0,sample-012,2023-09-30,32000,1016391.66,203278.33,813113.33,554006992.88,4616100.55,761000000.0,0.006066
Westlake Automobile Receivables 2022-3 (subprime),0,sample-013,2023-10-31,31333,1182071.69,236414.34,945657.35,538732545.32,5561757.9,761000000.0,0.007308
Westlake Automobile Receivables 2022-3 (subprime),0,sample-014,2023-11-30,30666,1374754.85,274950.97,1099803.88,523557396.21,6661561.78,761000000.0,0.008754
Westlake Automobile Receivables 2022-3 (subprime),0,sample-015,2023-12-31,30000,1585783.67,317156.73,1268626.94,508483085.32,7930188.72,761000000.0,0.010421
Westlake Automobile Receivables 2022-3 (subprime),0,sample-016,2024-01-31,29333,1816566.02,363313.2,1453252.81,493511211.71,9383441.53,761000000.0,0.01233
Westlake Automobile Receivables 2022-3 (subprime),0,sample-017,2024-02-29,28666,2067204.19,413440.84,1653763.35,478643437.44,11037204.88,761000000.0,0.014504
Westlake Automobile Receivables 2022-3 (subprime),0,sample-018,2024-03-31,28000,2330798.68,466159.74,1864638.94,463881491.65,12901843.82,761000000.0,0.016954
Westlake Automobile Receivables 2022-3 (subprime),0,sample-019,2024-04-30,27333,2614131.36,522826.27,2091305.09,449227174.93,14993148.91,761000000.0,0.019702
Westlake Automobile Receivables 2022-3 (subprime),0,sample-020,2024-05-31,26666,2878357.11,575671.42,2302685.69,434682364.12,17295834.6,761000000.0,0.022728
Westlake Automobile Receivables 2022-3 (subprime),0,sample-021,2024-06-30,26000,3143134.65,628626.93,2514507.72,420249017.59,19810342.32,761000000.0,0.026032
Westlake Automobile Receivables 2022-3 (subprime),0,sample-022,2024-07-31,25333,3386337.0,677267.4,2709069.6,405929181.02,22519411.93,761000000.0,0.029592
Westlake Automobile Receivables 2022-3 (subprime),0,sample-023,2024-08-31,24666,3599018.56,719803.71,2879214.84,391724993.72,25398626.77,761000000.0,0.033375
Westlake Automobile Receivables 2022-3 (subprime),0,sample-024,2024-09-30,24000,3769335.12,753867.02,3015468.09,377638695.65,28414094.87,761000000.0,0.037338
